$GNGGA,154956.00,4811.9269786,N,00300.9352417,W,4,12,0.54,122.017,M,49.186,M,1.0,0000*7A
$GNGGA,154956.20,4811.9269829,N,00300.9352472,W,4,12,0.54,122.015,M,49.186,M,1.2,0000*71
$GNGGA,154956.40,4811.9269888,N,00300.9352511,W,4,12,0.54,122.011,M,49.186,M,0.4,0000*7B
$GNGGA,154956.60,4811.9269932,N,00300.9352563,W,4,12,0.54,122.014,M,49.186,M,0.6,0000*7B
$GNGGA,154956.80,4811.9269969,N,00300.9352599,W,4,12,0.54,122.013,M,49.186,M,0.8,0000*77
$GNGGA,154957.00,4811.9270005,N,00300.9352646,W,4,12,0.54,122.011,M,49.186,M,1.0,0000*7F
$GNGGA,154957.20,4811.9270047,N,00300.9352688,W,4,12,0.54,122.009,M,49.186,M,0.2,0000*73
$GNGGA,154957.40,4811.9270085,N,00300.9352723,W,4,12,0.54,122.011,M,49.186,M,0.4,0000*74
$GNGGA,154957.60,4811.9270114,N,00300.9352778,W,4,12,0.54,122.011,M,49.186,M,0.6,0000*73
$GNGGA,154957.80,4811.9270157,N,00300.9352833,W,4,12,0.54,122.012,M,49.186,M,0.8,0000*77
$GNGGA,154958.00,4811.9270197,N,00300.9352875,W,4,12,0.54,122.008,M,49.186,M,1.0,0000*7C
$GNGGA,154958.20,4811.9270226,N,00300.9352917,W,4,12,0.54,122.009,M,49.186,M,0.2,0000*70
$GNGGA,154958.40,4811.9270266,N,00300.9352962,W,4,12,0.54,122.007,M,49.186,M,0.4,0000*78
$GNGGA,154958.60,4811.9270299,N,00300.9353013,W,4,12,0.54,122.006,M,49.186,M,0.6,0000*77
$GNGGA,154958.80,4811.9270336,N,00300.9353056,W,4,12,0.54,122.007,M,49.186,M,0.8,0000*73
$GNGGA,154959.00,4811.9270390,N,00300.9353106,W,4,12,0.54,122.004,M,49.186,M,1.0,0000*78
$GNGGA,154959.20,4811.9270435,N,00300.9353158,W,4,12,0.54,122.010,M,49.186,M,0.2,0000*7F
$GNGGA,154959.40,4811.9270472,N,00300.9353203,W,4,12,0.54,122.011,M,49.186,M,0.4,0000*70
$GNGGA,154959.60,4811.9270513,N,00300.9353255,W,4,12,0.54,122.008,M,49.186,M,0.6,0000*7D
$GNGGA,154959.80,4811.9270565,N,00300.9353308,W,4,12,0.54,122.005,M,49.186,M,0.8,0000*78
$GNGGA,155000.00,4811.9270598,N,00300.9353355,W,4,12,0.54,122.005,M,49.186,M,1.0,0000*77
$GNGGA,155000.20,4811.9270623,N,00300.9353396,W,4,12,0.54,122.014,M,49.186,M,0.2,0000*7A
$GNGGA,155000.40,4811.9270678,N,00300.9353447,W,4,12,0.54,122.015,M,49.186,M,0.4,0000*7E
$GNGGA,155000.60,4811.9270714,N,00300.9353507,W,4,12,0.54,122.015,M,49.186,M,0.6,0000*70
$GNGGA,155000.80,4811.9270763,N,00300.9353552,W,4,12,0.54,122.014,M,49.186,M,0.8,0000*71
$GNGGA,155001.00,4811.9270806,N,00300.9353603,W,4,12,0.54,122.010,M,49.186,M,1.0,0000*7E
$GNGGA,155001.20,4811.9270827,N,00300.9353651,W,4,12,0.54,122.013,M,49.186,M,0.2,0000*78
$GNGGA,155001.40,4811.9270866,N,00300.9353721,W,4,12,0.54,122.011,M,49.186,M,0.4,0000*79
$GNGGA,155001.60,4811.9270906,N,00300.9353781,W,4,12,0.54,122.011,M,49.186,M,0.6,0000*74
$GNGGA,155001.80,4811.9270956,N,00300.9353841,W,4,12,0.54,122.010,M,49.186,M,0.8,0000*73
$GNGGA,155002.00,4811.9270991,N,00300.9353902,W,4,12,0.54,122.011,M,49.186,M,1.0,0000*7D
$GNGGA,155002.20,4811.9271051,N,00300.9353936,W,4,12,0.54,122.013,M,49.186,M,0.2,0000*7D
$GNGGA,155002.40,4811.9271094,N,00300.9353995,W,4,12,0.54,122.012,M,49.186,M,0.4,0000*7C
$GNGGA,155002.60,4811.9271142,N,00300.9354046,W,4,12,0.54,122.012,M,49.186,M,0.6,0000*76
$GNGGA,155002.80,4811.9271186,N,00300.9354112,W,4,12,0.53,122.014,M,49.186,M,0.8,0000*7F
