$GNGGA,135858.60,4811.9574863,N,00300.9076773,W,4,12,0.53,122.027,M,49.186,M,0.6,0000*7C
$GNGGA,135858.80,4811.9577288,N,00300.9077551,W,4,12,0.53,122.026,M,49.186,M,0.8,0000*72
$GNGGA,135859.00,4811.9579740,N,00300.9078429,W,4,12,0.53,122.027,M,49.186,M,1.0,0000*7D
$GNGGA,135859.20,4811.9582223,N,00300.9079343,W,4,12,0.53,122.029,M,49.186,M,0.2,0000*7C
$GNGGA,135859.40,4811.9584732,N,00300.9080341,W,4,12,0.53,122.036,M,49.186,M,0.4,0000*75
$GNGGA,135859.60,4811.9587238,N,00300.9081394,W,4,12,0.53,122.036,M,49.186,M,0.6,0000*70
$GNGGA,135859.80,4811.9589707,N,00300.9082447,W,4,12,0.53,122.038,M,49.186,M,0.8,0000*73
$GNGGA,135900.00,4811.9592199,N,00300.9083571,W,4,12,0.53,122.032,M,49.186,M,1.0,0000*7B
$GNGGA,135900.20,4811.9594690,N,00300.9084759,W,4,12,0.53,122.046,M,49.186,M,0.2,0000*7E
$GNGGA,135900.40,4811.9597145,N,00300.9085987,W,4,12,0.53,122.053,M,49.186,M,0.4,0000*7A
$GNGGA,135900.60,4811.9599634,N,00300.9087254,W,4,12,0.53,122.052,M,49.186,M,0.6,0000*73
$GNGGA,135900.80,4811.9602091,N,00300.9088552,W,4,12,0.53,122.043,M,49.186,M,0.8,0000*75
$GNGGA,135901.00,4811.9604555,N,00300.9089897,W,4,12,0.53,122.045,M,49.186,M,1.0,0000*7D
$GNGGA,135901.20,4811.9607029,N,00300.9091266,W,4,12,0.53,122.050,M,49.186,M,0.2,0000*78
$GNGGA,135901.40,4811.9609489,N,00300.9092679,W,4,12,0.53,122.048,M,49.186,M,0.4,0000*78
$GNGGA,135901.60,4811.9611950,N,00300.9094112,W,4,12,0.53,122.039,M,49.186,M,0.6,0000*72
$GNGGA,135901.80,4811.9614420,N,00300.9095591,W,4,12,0.53,122.041,M,49.186,M,0.8,0000*7C
$GNGGA,135902.00,4811.9616879,N,00300.9097126,W,4,12,0.53,122.042,M,49.186,M,1.0,0000*75
$GNGGA,135902.20,4811.9619301,N,00300.9098655,W,4,12,0.53,122.044,M,49.186,M,1.2,0000*74
