datetime, temperature [°], salinity [psu], sound speed velocity [m/s]
2019-10-10 12:25:05,17.26,0.08,1473.915
2019-10-10 12:25:06,17.26,0.08,1473.913
2019-10-10 12:25:07,17.26,0.08,1473.912
2019-10-10 12:25:08,17.26,0.08,1473.908
2019-10-10 12:25:09,17.26,0.08,1473.905
2019-10-10 12:25:10,17.25,0.08,1473.902
2019-10-10 12:25:11,17.25,0.08,1473.888
2019-10-10 12:25:12,17.25,0.08,1473.885
2019-10-10 12:25:13,17.25,0.08,1473.885
2019-10-10 12:25:14,17.25,0.08,1473.879
2019-10-10 12:25:15,17.25,0.08,1473.875
2019-10-10 12:25:16,17.25,0.08,1473.869
2019-10-10 12:25:17,17.25,0.08,1473.869
2019-10-10 12:25:18,17.25,0.08,1473.869
2019-10-10 12:25:19,17.25,0.08,1473.875
2019-10-10 12:25:20,17.25,0.08,1473.875
2019-10-10 12:25:21,17.25,0.08,1473.879
2019-10-10 12:25:22,17.25,0.08,1473.879
2019-10-10 12:25:23,17.25,0.08,1473.879
2019-10-10 12:25:24,17.25,0.08,1473.879
2019-10-10 12:25:25,17.25,0.08,1473.879
2019-10-10 12:25:26,17.26,0.08,1473.879
2019-10-10 12:25:27,17.26,0.08,1473.885
2019-10-10 12:25:28,17.26,0.08,1473.888
2019-10-10 12:25:29,17.26,0.08,1473.895
2019-10-10 12:25:30,17.26,0.08,1473.895
2019-10-10 12:25:31,17.26,0.08,1473.905
2019-10-10 12:25:32,17.26,0.08,1473.905
2019-10-10 12:25:33,17.26,0.08,1473.912
2019-10-10 12:25:34,17.27,0.08,1473.915
2019-10-10 12:25:35,17.27,0.08,1473.915
2019-10-10 12:25:36,17.27,0.08,1473.921
2019-10-10 12:25:37,17.27,0.08,1473.925
2019-10-10 12:25:38,17.27,0.08,1473.925
2019-10-10 12:25:39,17.27,0.08,1473.931
2019-10-10 12:25:40,17.27,0.08,1473.931
2019-10-10 12:25:41,17.27,0.08,1473.931
2019-10-10 12:25:42,17.27,0.08,1473.935
2019-10-10 12:25:43,17.28,0.08,1473.941
2019-10-10 12:25:44,17.28,0.08,1473.951
2019-10-10 12:25:45,17.29,0.08,1473.954
2019-10-10 12:25:46,17.29,0.08,1473.971
2019-10-10 12:25:47,17.29,0.08,1473.984
2019-10-10 12:25:48,17.29,0.08,1473.991
2019-10-10 12:25:49,17.30,0.08,1474.001
2019-10-10 12:25:50,17.30,0.08,1474.014
2019-10-10 12:25:51,17.30,0.08,1474.030
2019-10-10 12:25:52,17.31,0.08,1474.040
2019-10-10 12:25:53,17.31,0.08,1474.050
2019-10-10 12:25:54,17.32,0.08,1474.060
2019-10-10 12:25:55,17.32,0.08,1474.070
2019-10-10 12:25:56,17.32,0.08,1474.086
2019-10-10 12:25:57,17.32,0.08,1474.090
2019-10-10 12:25:58,17.32,0.08,1474.100
2019-10-10 12:25:59,17.32,0.08,1474.110
2019-10-10 12:26:00,17.33,0.08,1474.118
2019-10-10 12:26:01,17.33,0.08,1474.118
2019-10-10 12:26:02,17.33,0.08,1474.119
2019-10-10 12:26:03,17.33,0.08,1474.129
2019-10-10 12:26:04,17.34,0.08,1474.136
2019-10-10 12:26:05,17.34,0.08,1474.146
2019-10-10 12:26:06,17.34,0.08,1474.156
2019-10-10 12:26:07,17.35,0.08,1474.166
2019-10-10 12:26:08,17.35,0.08,1474.177
2019-10-10 12:26:09,17.35,0.08,1474.187
2019-10-10 12:26:10,17.36,0.08,1474.197
2019-10-10 12:26:11,17.36,0.08,1474.207
2019-10-10 12:26:12,17.36,0.08,1474.215
2019-10-10 12:26:13,17.37,0.08,1474.231
2019-10-10 12:26:14,17.37,0.08,1474.235
2019-10-10 12:26:15,17.37,0.08,1474.251
2019-10-10 12:26:16,17.36,0.08,1474.251
2019-10-10 12:26:17,17.36,0.08,1474.251
2019-10-10 12:26:18,17.36,0.08,1474.241
2019-10-10 12:26:19,17.36,0.08,1474.231
2019-10-10 12:26:20,17.36,0.08,1474.225
2019-10-10 12:26:21,17.36,0.08,1474.222
2019-10-10 12:26:22,17.35,0.08,1474.215
2019-10-10 12:26:23,17.36,0.08,1474.215
2019-10-10 12:26:24,17.35,0.08,1474.215
2019-10-10 12:26:25,17.35,0.08,1474.212
2019-10-10 12:26:26,17.35,0.08,1474.212
2019-10-10 12:26:27,17.35,0.08,1474.212
2019-10-10 12:26:28,17.34,0.08,1474.202
2019-10-10 12:26:29,17.34,0.08,1474.192
2019-10-10 12:26:30,17.34,0.08,1474.175
2019-10-10 12:26:31,17.34,0.08,1474.166
2019-10-10 12:26:32,17.34,0.08,1474.162
2019-10-10 12:26:33,17.34,0.08,1474.162
2019-10-10 12:26:34,17.34,0.08,1474.162
2019-10-10 12:26:35,17.34,0.08,1474.166
2019-10-10 12:26:36,17.34,0.08,1474.166
2019-10-10 12:26:37,17.34,0.08,1474.166
2019-10-10 12:26:38,17.33,0.08,1474.164
2019-10-10 12:26:39,17.33,0.08,1474.152
2019-10-10 12:26:40,17.33,0.08,1474.146
2019-10-10 12:26:41,17.33,0.08,1474.141
2019-10-10 12:26:42,17.33,0.08,1474.137
2019-10-10 12:26:43,17.32,0.08,1474.126
2019-10-10 12:26:44,17.32,0.08,1474.119
2019-10-10 12:26:45,17.32,0.08,1474.116
2019-10-10 12:26:46,17.32,0.08,1474.110
2019-10-10 12:26:47,17.31,0.08,1474.100
2019-10-10 12:26:48,17.31,0.08,1474.086
2019-10-10 12:26:49,17.30,0.08,1474.077
2019-10-10 12:26:50,17.30,0.08,1474.067
2019-10-10 12:26:51,17.30,0.08,1474.050
2019-10-10 12:26:52,17.30,0.08,1474.037
2019-10-10 12:26:53,17.29,0.08,1474.030
2019-10-10 12:26:54,17.29,0.08,1474.020
2019-10-10 12:26:55,17.29,0.08,1474.011
2019-10-10 12:26:56,17.29,0.08,1474.004
2019-10-10 12:26:57,17.28,0.08,1474.001
2019-10-10 12:26:58,17.28,0.08,1473.984
2019-10-10 12:26:59,17.28,0.07,1473.981
2019-10-10 12:27:00,17.28,0.08,1473.974
2019-10-10 12:27:01,17.28,0.08,1473.964
2019-10-10 12:27:02,17.27,0.08,1473.961
2019-10-10 12:27:03,17.27,0.08,1473.954
2019-10-10 12:27:04,17.27,0.08,1473.951
2019-10-10 12:27:05,17.27,0.08,1473.945
2019-10-10 12:27:06,17.27,0.08,1473.935
2019-10-10 12:27:07,17.27,0.08,1473.931
2019-10-10 12:27:08,17.27,0.08,1473.925
2019-10-10 12:27:09,17.27,0.08,1473.921
2019-10-10 12:27:10,17.27,0.08,1473.921
2019-10-10 12:27:11,17.27,0.08,1473.921
2019-10-10 12:27:12,17.26,0.08,1473.921
2019-10-10 12:27:13,17.26,0.08,1473.921
2019-10-10 12:27:14,17.26,0.08,1473.915
2019-10-10 12:27:15,17.26,0.08,1473.915
2019-10-10 12:27:16,17.26,0.08,1473.915
2019-10-10 12:27:17,17.26,0.08,1473.915
2019-10-10 12:27:18,17.27,0.08,1473.915
2019-10-10 12:27:19,17.27,0.08,1473.915
2019-10-10 12:27:20,17.27,0.08,1473.921
2019-10-10 12:27:21,17.27,0.08,1473.921
