datetime, temperature [°], salinity [psu], sound speed velocity [m/s]
2019-10-08 08:13:10,18.02,0.00,1476.276
2019-10-08 08:13:11,18.02,0.00,1476.276
2019-10-08 08:13:12,18.02,0.00,1476.276
2019-10-08 08:13:13,18.02,0.00,1476.276
2019-10-08 08:13:14,18.02,0.00,1476.276
2019-10-08 08:13:15,18.02,0.00,1476.273
2019-10-08 08:13:16,18.02,0.00,1476.273
2019-10-08 08:13:17,18.02,0.00,1476.273
2019-10-08 08:13:18,18.02,0.00,1476.273
2019-10-08 08:13:19,18.02,0.00,1476.273
2019-10-08 08:13:20,18.02,0.00,1476.273
2019-10-08 08:13:21,18.02,0.00,1476.273
2019-10-08 08:13:22,18.02,0.00,1476.273
2019-10-08 08:13:23,18.02,0.00,1476.273
2019-10-08 08:13:24,18.02,0.00,1476.273
2019-10-08 08:13:25,18.02,0.00,1476.273
2019-10-08 08:13:26,18.02,0.00,1476.273
2019-10-08 08:13:27,18.02,0.00,1476.273
2019-10-08 08:13:28,18.02,0.00,1476.276
2019-10-08 08:13:29,18.02,0.00,1476.276
2019-10-08 08:13:30,18.02,0.00,1476.276
2019-10-08 08:13:31,18.02,0.00,1476.276
2019-10-08 08:13:32,18.02,0.00,1476.283
2019-10-08 08:13:33,18.02,0.00,1476.283
2019-10-08 08:13:34,18.02,0.00,1476.283
2019-10-08 08:13:35,18.02,0.00,1476.286
2019-10-08 08:13:36,18.02,0.00,1476.286
2019-10-08 08:13:37,18.02,0.00,1476.286
2019-10-08 08:13:38,18.02,0.00,1476.286
2019-10-08 08:13:39,18.02,0.00,1476.286
2019-10-08 08:13:40,18.02,0.00,1476.283
2019-10-08 08:13:41,18.02,0.00,1476.283
2019-10-08 08:13:42,18.02,0.00,1476.283
2019-10-08 08:13:43,18.02,0.00,1476.286
2019-10-08 08:13:44,18.02,0.00,1476.283
2019-10-08 08:13:45,18.02,0.00,1476.286
2019-10-08 08:13:46,18.02,0.00,1476.286
2019-10-08 08:13:47,18.02,0.00,1476.286
2019-10-08 08:13:48,18.02,0.00,1476.286
2019-10-08 08:13:49,18.02,0.00,1476.286
2019-10-08 08:13:50,18.02,0.00,1476.286
2019-10-08 08:13:51,18.02,0.00,1476.283
2019-10-08 08:13:52,18.02,0.00,1476.283
2019-10-08 08:13:53,18.02,0.00,1476.283
2019-10-08 08:13:54,18.02,0.00,1476.286
2019-10-08 08:13:55,18.02,0.00,1476.286
2019-10-08 08:13:56,18.02,0.00,1476.286
2019-10-08 08:13:57,18.02,0.00,1476.286
2019-10-08 08:13:58,18.02,0.00,1476.286
2019-10-08 08:13:59,18.02,0.00,1476.286
2019-10-08 08:14:00,18.02,0.00,1476.286
2019-10-08 08:14:01,18.02,0.00,1476.286
2019-10-08 08:14:02,18.02,0.00,1476.286
2019-10-08 08:14:03,18.02,0.00,1476.286
2019-10-08 08:14:04,18.02,0.00,1476.286
2019-10-08 08:14:05,18.02,0.00,1476.286
2019-10-08 08:14:06,18.02,0.00,1476.286
2019-10-08 08:14:07,18.02,0.00,1476.292
2019-10-08 08:14:08,18.02,0.00,1476.292
2019-10-08 08:14:09,18.02,0.00,1476.292
2019-10-08 08:14:10,18.02,0.00,1476.292
2019-10-08 08:14:11,18.02,0.00,1476.292
2019-10-08 08:14:12,18.03,0.00,1476.292
2019-10-08 08:14:13,18.03,0.00,1476.292
2019-10-08 08:14:14,18.03,0.00,1476.302
2019-10-08 08:14:15,18.03,0.00,1476.302
2019-10-08 08:14:16,18.03,0.00,1476.305
2019-10-08 08:14:17,18.03,0.00,1476.305
2019-10-08 08:14:18,18.03,0.00,1476.305
2019-10-08 08:14:19,18.03,0.00,1476.305
2019-10-08 08:14:20,18.03,0.00,1476.312
2019-10-08 08:14:21,18.03,0.00,1476.315
2019-10-08 08:14:22,18.03,0.00,1476.315
2019-10-08 08:14:23,18.03,0.00,1476.315
2019-10-08 08:14:24,18.03,0.00,1476.322
2019-10-08 08:14:25,18.04,0.00,1476.322
2019-10-08 08:14:26,18.04,0.00,1476.325
2019-10-08 08:14:27,18.04,0.00,1476.331
2019-10-08 08:14:28,18.04,0.00,1476.331
2019-10-08 08:14:29,18.04,0.00,1476.331
2019-10-08 08:14:30,18.04,0.00,1476.334
2019-10-08 08:14:31,18.04,0.00,1476.334
2019-10-08 08:14:32,18.04,0.00,1476.341
2019-10-08 08:14:33,18.04,0.00,1476.344
2019-10-08 08:14:34,18.04,0.00,1476.344
2019-10-08 08:14:35,18.04,0.00,1476.344
2019-10-08 08:14:36,18.04,0.00,1476.351
2019-10-08 08:14:37,18.04,0.00,1476.351
2019-10-08 08:14:38,18.04,0.00,1476.351
2019-10-08 08:14:39,18.04,0.00,1476.351
2019-10-08 08:14:40,18.04,0.00,1476.351
2019-10-08 08:14:41,18.04,0.00,1476.351
2019-10-08 08:14:42,18.04,0.00,1476.351
2019-10-08 08:14:43,18.04,0.00,1476.351
2019-10-08 08:14:44,18.04,0.00,1476.351
2019-10-08 08:14:45,18.04,0.00,1476.351
2019-10-08 08:14:46,18.04,0.00,1476.351
2019-10-08 08:14:47,18.04,0.00,1476.354
2019-10-08 08:14:48,18.04,0.00,1476.354
2019-10-08 08:14:49,18.04,0.00,1476.354
2019-10-08 08:14:50,18.04,0.00,1476.354
2019-10-08 08:14:51,18.04,0.00,1476.354
2019-10-08 08:14:52,18.04,0.00,1476.354
2019-10-08 08:14:53,18.05,0.00,1476.354
2019-10-08 08:14:54,18.05,0.00,1476.354
2019-10-08 08:14:55,18.05,0.00,1476.360
2019-10-08 08:14:56,18.05,0.00,1476.360
2019-10-08 08:14:57,18.05,0.00,1476.370
2019-10-08 08:14:58,18.05,0.00,1476.377
2019-10-08 08:14:59,18.06,0.00,1476.386
2019-10-08 08:15:00,18.06,0.00,1476.389
2019-10-08 08:15:01,18.06,0.00,1476.399
2019-10-08 08:15:02,18.06,0.00,1476.406
2019-10-08 08:15:03,18.07,0.00,1476.415
2019-10-08 08:15:04,18.07,0.00,1476.419
2019-10-08 08:15:05,18.07,0.00,1476.425
2019-10-08 08:15:06,18.07,0.00,1476.435
2019-10-08 08:15:07,18.07,0.00,1476.438
2019-10-08 08:15:08,18.07,0.00,1476.444
2019-10-08 08:15:09,18.07,0.00,1476.448
2019-10-08 08:15:10,18.07,0.00,1476.448
2019-10-08 08:15:11,18.07,0.00,1476.448
2019-10-08 08:15:12,18.07,0.00,1476.448
2019-10-08 08:15:13,18.08,0.00,1476.454
2019-10-08 08:15:14,18.08,0.00,1476.457
2019-10-08 08:15:15,18.08,0.00,1476.467
2019-10-08 08:15:16,18.08,0.00,1476.467
2019-10-08 08:15:17,18.09,0.00,1476.474
2019-10-08 08:15:18,18.09,0.00,1476.480
2019-10-08 08:15:19,18.09,0.00,1476.490
2019-10-08 08:15:20,18.09,0.00,1476.499
2019-10-08 08:15:21,18.09,0.00,1476.503
2019-10-08 08:15:22,18.10,0.00,1476.512
2019-10-08 08:15:23,18.10,0.00,1476.522
2019-10-08 08:15:24,18.10,0.00,1476.528
2019-10-08 08:15:25,18.10,0.00,1476.538
2019-10-08 08:15:26,18.11,0.00,1476.541
2019-10-08 08:15:27,18.11,0.00,1476.551
2019-10-08 08:15:28,18.11,0.00,1476.558
2019-10-08 08:15:29,18.11,0.00,1476.570
2019-10-08 08:15:30,18.11,0.00,1476.577
2019-10-08 08:15:31,18.11,0.00,1476.577
2019-10-08 08:15:32,18.12,0.00,1476.583
2019-10-08 08:15:33,18.12,0.00,1476.587
2019-10-08 08:15:34,18.12,0.00,1476.596
2019-10-08 08:15:35,18.12,0.00,1476.603
2019-10-08 08:15:36,18.12,0.00,1476.606
2019-10-08 08:15:37,18.13,0.00,1476.612
2019-10-08 08:15:38,18.13,0.00,1476.616
2019-10-08 08:15:39,18.13,0.00,1476.622
2019-10-08 08:15:40,18.13,0.00,1476.625
2019-10-08 08:15:41,18.13,0.00,1476.625
2019-10-08 08:15:42,18.13,0.00,1476.632
2019-10-08 08:15:43,18.13,0.00,1476.635
2019-10-08 08:15:44,18.13,0.00,1476.641
2019-10-08 08:15:45,18.13,0.00,1476.641
2019-10-08 08:15:46,18.13,0.00,1476.641
2019-10-08 08:15:47,18.13,0.00,1476.641
2019-10-08 08:15:48,18.14,0.00,1476.641
2019-10-08 08:15:49,18.14,0.00,1476.645
2019-10-08 08:15:50,18.14,0.00,1476.651
2019-10-08 08:15:51,18.14,0.00,1476.651
2019-10-08 08:15:52,18.14,0.00,1476.651
2019-10-08 08:15:53,18.13,0.00,1476.651
2019-10-08 08:15:54,18.14,0.00,1476.651
2019-10-08 08:15:55,18.13,0.00,1476.651
2019-10-08 08:15:56,18.13,0.00,1476.645
2019-10-08 08:15:57,18.13,0.00,1476.645
2019-10-08 08:15:58,18.13,0.00,1476.645
2019-10-08 08:15:59,18.13,0.00,1476.641
2019-10-08 08:16:00,18.13,0.00,1476.641
2019-10-08 08:16:01,18.13,0.00,1476.641
2019-10-08 08:16:02,18.13,0.00,1476.641
2019-10-08 08:16:03,18.13,0.00,1476.641
2019-10-08 08:16:04,18.13,0.00,1476.641
2019-10-08 08:16:05,18.13,0.00,1476.641
2019-10-08 08:16:06,18.14,0.00,1476.645
2019-10-08 08:16:07,18.14,0.00,1476.645
2019-10-08 08:16:08,18.14,0.00,1476.651
2019-10-08 08:16:09,18.14,0.00,1476.654
2019-10-08 08:16:10,18.14,0.00,1476.661
2019-10-08 08:16:11,18.14,0.00,1476.664
2019-10-08 08:16:12,18.14,0.00,1476.664
2019-10-08 08:16:13,18.14,0.00,1476.664
2019-10-08 08:16:14,18.14,0.00,1476.664
2019-10-08 08:16:15,18.14,0.00,1476.671
2019-10-08 08:16:16,18.14,0.00,1476.677
2019-10-08 08:16:17,18.15,0.00,1476.677
2019-10-08 08:16:18,18.15,0.00,1476.680
2019-10-08 08:16:19,18.15,0.00,1476.687
2019-10-08 08:16:20,18.15,0.00,1476.696
2019-10-08 08:16:21,18.15,0.00,1476.696
2019-10-08 08:16:22,18.15,0.00,1476.700
2019-10-08 08:16:23,18.15,0.00,1476.700
2019-10-08 08:16:24,18.15,0.00,1476.706
2019-10-08 08:16:25,18.16,0.00,1476.706
2019-10-08 08:16:26,18.16,0.00,1476.709
2019-10-08 08:16:27,18.16,0.00,1476.716
2019-10-08 08:16:28,18.16,0.00,1476.719
2019-10-08 08:16:29,18.16,0.00,1476.725
2019-10-08 08:16:30,18.16,0.00,1476.729
2019-10-08 08:16:31,18.16,0.00,1476.729
2019-10-08 08:16:32,18.16,0.00,1476.729
2019-10-08 08:16:33,18.16,0.00,1476.729
2019-10-08 08:16:34,18.16,0.00,1476.729
2019-10-08 08:16:35,18.16,0.00,1476.729
2019-10-08 08:16:36,18.16,0.00,1476.725
2019-10-08 08:16:37,18.16,0.00,1476.729
2019-10-08 08:16:38,18.16,0.00,1476.729
2019-10-08 08:16:39,18.16,0.00,1476.729
2019-10-08 08:16:40,18.16,0.00,1476.729
2019-10-08 08:16:41,18.16,0.00,1476.735
2019-10-08 08:16:42,18.16,0.00,1476.738
2019-10-08 08:16:43,18.16,0.00,1476.738
2019-10-08 08:16:44,18.16,0.00,1476.745
2019-10-08 08:16:45,18.16,0.00,1476.745
2019-10-08 08:16:46,18.16,0.00,1476.745
2019-10-08 08:16:47,18.17,0.00,1476.748
2019-10-08 08:16:48,18.17,0.00,1476.748
2019-10-08 08:16:49,18.17,0.00,1476.754
2019-10-08 08:16:50,18.17,0.00,1476.754
2019-10-08 08:16:51,18.17,0.00,1476.758
2019-10-08 08:16:52,18.17,0.00,1476.758
2019-10-08 08:16:53,18.17,0.00,1476.758
2019-10-08 08:16:54,18.17,0.00,1476.758
2019-10-08 08:16:55,18.17,0.00,1476.758
2019-10-08 08:16:56,18.17,0.00,1476.758
2019-10-08 08:16:57,18.17,0.00,1476.758
2019-10-08 08:16:58,18.17,0.00,1476.758
2019-10-08 08:16:59,18.17,0.00,1476.758
2019-10-08 08:17:00,18.17,0.00,1476.764
2019-10-08 08:17:01,18.17,0.00,1476.764
2019-10-08 08:17:02,18.18,0.00,1476.774
2019-10-08 08:17:03,18.18,0.00,1476.774
2019-10-08 08:17:04,18.18,0.00,1476.780
2019-10-08 08:17:05,18.18,0.00,1476.780
2019-10-08 08:17:06,18.18,0.00,1476.790
2019-10-08 08:17:07,18.18,0.00,1476.790
2019-10-08 08:17:08,18.18,0.00,1476.790
2019-10-08 08:17:09,18.18,0.00,1476.790
2019-10-08 08:17:10,18.18,0.00,1476.793
2019-10-08 08:17:11,18.18,0.00,1476.793
2019-10-08 08:17:12,18.18,0.00,1476.793
2019-10-08 08:17:13,18.18,0.00,1476.800
2019-10-08 08:17:14,18.18,0.00,1476.800
2019-10-08 08:17:15,18.18,0.00,1476.803
2019-10-08 08:17:16,18.18,0.00,1476.803
2019-10-08 08:17:17,18.18,0.00,1476.803
2019-10-08 08:17:18,18.18,0.00,1476.803
2019-10-08 08:17:19,18.18,0.00,1476.803
2019-10-08 08:17:20,18.18,0.00,1476.809
2019-10-08 08:17:21,18.18,0.00,1476.809
2019-10-08 08:17:22,18.18,0.00,1476.809
2019-10-08 08:17:23,18.18,0.00,1476.809
2019-10-08 08:17:24,18.18,0.00,1476.803
2019-10-08 08:17:25,18.18,0.00,1476.800
2019-10-08 08:17:26,18.18,0.00,1476.800
2019-10-08 08:17:27,18.18,0.00,1476.800
2019-10-08 08:17:28,18.18,0.00,1476.800
2019-10-08 08:17:29,18.18,0.00,1476.793
2019-10-08 08:17:30,18.18,0.00,1476.793
2019-10-08 08:17:31,18.18,0.00,1476.790
2019-10-08 08:17:32,18.18,0.00,1476.790
2019-10-08 08:17:33,18.18,0.00,1476.783
2019-10-08 08:17:34,18.17,0.00,1476.780
2019-10-08 08:17:35,18.17,0.00,1476.780
2019-10-08 08:17:36,18.17,0.00,1476.767
2019-10-08 08:17:37,18.17,0.00,1476.767
2019-10-08 08:17:38,18.17,0.00,1476.767
2019-10-08 08:17:39,18.16,0.00,1476.764
2019-10-08 08:17:40,18.16,0.00,1476.758
2019-10-08 08:17:41,18.16,0.00,1476.748
2019-10-08 08:17:42,18.16,0.00,1476.748
2019-10-08 08:17:43,18.16,0.00,1476.745
2019-10-08 08:17:44,18.16,0.00,1476.745
2019-10-08 08:17:45,18.16,0.00,1476.738
2019-10-08 08:17:46,18.16,0.00,1476.735
2019-10-08 08:17:47,18.16,0.00,1476.735
2019-10-08 08:17:48,18.16,0.00,1476.729
2019-10-08 08:17:49,18.16,0.00,1476.729
2019-10-08 08:17:50,18.16,0.00,1476.725
2019-10-08 08:17:51,18.15,0.00,1476.719
2019-10-08 08:17:52,18.15,0.00,1476.719
2019-10-08 08:17:53,18.15,0.00,1476.709
2019-10-08 08:17:54,18.15,0.00,1476.706
2019-10-08 08:17:55,18.15,0.00,1476.700
2019-10-08 08:17:56,18.15,0.00,1476.696
2019-10-08 08:17:57,18.15,0.00,1476.696
2019-10-08 08:17:58,18.15,0.00,1476.696
2019-10-08 08:17:59,18.15,0.00,1476.700
2019-10-08 08:18:00,18.15,0.00,1476.700
2019-10-08 08:18:01,18.15,0.00,1476.700
2019-10-08 08:18:02,18.16,0.00,1476.706
2019-10-08 08:18:03,18.16,0.00,1476.709
2019-10-08 08:18:04,18.16,0.00,1476.716
2019-10-08 08:18:05,18.16,0.00,1476.725
2019-10-08 08:18:06,18.16,0.00,1476.729
2019-10-08 08:18:07,18.16,0.00,1476.729
2019-10-08 08:18:08,18.16,0.00,1476.729
2019-10-08 08:18:09,18.16,0.00,1476.729
2019-10-08 08:18:10,18.16,0.00,1476.729
2019-10-08 08:18:11,18.16,0.00,1476.729
2019-10-08 08:18:12,18.16,0.00,1476.729
2019-10-08 08:18:13,18.16,0.00,1476.738
2019-10-08 08:18:14,18.16,0.00,1476.745
2019-10-08 08:18:15,18.17,0.00,1476.745
2019-10-08 08:18:16,18.17,0.00,1476.748
2019-10-08 08:18:17,18.17,0.00,1476.754
2019-10-08 08:18:18,18.17,0.00,1476.758
2019-10-08 08:18:19,18.17,0.00,1476.764
2019-10-08 08:18:20,18.17,0.00,1476.764
2019-10-08 08:18:21,18.17,0.00,1476.764
2019-10-08 08:18:22,18.17,0.00,1476.767
2019-10-08 08:18:23,18.18,0.00,1476.767
2019-10-08 08:18:24,18.18,0.00,1476.774
2019-10-08 08:18:25,18.18,0.00,1476.783
2019-10-08 08:18:26,18.18,0.00,1476.793
2019-10-08 08:18:27,18.19,0.00,1476.803
2019-10-08 08:18:28,18.19,0.00,1476.812
2019-10-08 08:18:29,18.19,0.00,1476.819
2019-10-08 08:18:30,18.19,0.00,1476.829
2019-10-08 08:18:31,18.19,0.00,1476.832
2019-10-08 08:18:32,18.19,0.00,1476.838
2019-10-08 08:18:33,18.19,0.00,1476.838
2019-10-08 08:18:34,18.20,0.00,1476.838
2019-10-08 08:18:35,18.20,0.00,1476.841
2019-10-08 08:18:36,18.20,0.00,1476.848
2019-10-08 08:18:37,18.20,0.00,1476.851
2019-10-08 08:18:38,18.20,0.00,1476.851
2019-10-08 08:18:39,18.20,0.00,1476.851
