datetime, temperature [°], salinity [psu], sound speed velocity [m/s]
2019-10-09 13:23:27,17.59,0.08,1474.978
2019-10-09 13:23:28,17.58,0.08,1474.978
2019-10-09 13:23:29,17.58,0.08,1474.972
2019-10-09 13:23:30,17.58,0.08,1474.962
2019-10-09 13:23:31,17.58,0.08,1474.962
2019-10-09 13:23:32,17.58,0.08,1474.952
2019-10-09 13:23:33,17.58,0.08,1474.942
2019-10-09 13:23:34,17.58,0.08,1474.942
2019-10-09 13:23:35,17.58,0.08,1474.942
2019-10-09 13:23:36,17.58,0.08,1474.946
2019-10-09 13:23:37,17.59,0.08,1474.956
2019-10-09 13:23:38,17.59,0.08,1474.965
2019-10-09 13:23:39,17.59,0.08,1474.972
2019-10-09 13:23:40,17.59,0.08,1474.982
2019-10-09 13:23:41,17.60,0.08,1474.992
2019-10-09 13:23:42,17.60,0.08,1475.001
2019-10-09 13:23:43,17.60,0.08,1475.008
2019-10-09 13:23:44,17.59,0.08,1475.008
2019-10-09 13:23:45,17.59,0.08,1475.008
2019-10-09 13:23:46,17.59,0.08,1474.992
2019-10-09 13:23:47,17.59,0.08,1474.988
2019-10-09 13:23:48,17.58,0.08,1474.982
2019-10-09 13:23:49,17.58,0.08,1474.978
2019-10-09 13:23:50,17.58,0.08,1474.965
2019-10-09 13:23:51,17.58,0.08,1474.951
2019-10-09 13:23:52,17.58,0.08,1474.944
2019-10-09 13:23:53,17.58,0.08,1474.946
2019-10-09 13:23:54,17.58,0.08,1474.946
2019-10-09 13:23:55,17.58,0.08,1474.946
2019-10-09 13:23:56,17.58,0.08,1474.946
2019-10-09 13:23:57,17.58,0.08,1474.952
2019-10-09 13:23:58,17.58,0.08,1474.952
2019-10-09 13:23:59,17.58,0.08,1474.962
2019-10-09 13:24:00,17.59,0.08,1474.965
2019-10-09 13:24:01,17.59,0.08,1474.965
2019-10-09 13:24:02,17.59,0.08,1474.972
2019-10-09 13:24:03,17.59,0.08,1474.972
2019-10-09 13:24:04,17.59,0.08,1474.978
2019-10-09 13:24:05,17.59,0.08,1474.978
2019-10-09 13:24:06,17.58,0.08,1474.972
2019-10-09 13:24:07,17.59,0.08,1474.972
2019-10-09 13:24:08,17.59,0.08,1474.972
2019-10-09 13:24:09,17.59,0.08,1474.972
2019-10-09 13:24:10,17.59,0.08,1474.978
2019-10-09 13:24:11,17.59,0.08,1474.982
2019-10-09 13:24:12,17.59,0.08,1474.988
2019-10-09 13:24:13,17.59,0.08,1474.988
2019-10-09 13:24:14,17.59,0.08,1474.988
2019-10-09 13:24:15,17.59,0.08,1474.982
2019-10-09 13:24:16,17.58,0.08,1474.978
2019-10-09 13:24:17,17.59,0.08,1474.972
2019-10-09 13:24:18,17.59,0.08,1474.972
2019-10-09 13:24:19,17.58,0.08,1474.972
2019-10-09 13:24:20,17.58,0.08,1474.965
2019-10-09 13:24:21,17.58,0.08,1474.965
2019-10-09 13:24:22,17.59,0.08,1474.965
2019-10-09 13:24:23,17.59,0.08,1474.965
2019-10-09 13:24:24,17.59,0.08,1474.972
2019-10-09 13:24:25,17.59,0.08,1474.972
2019-10-09 13:24:26,17.58,0.08,1474.972
2019-10-09 13:24:27,17.58,0.08,1474.972
2019-10-09 13:24:28,17.58,0.08,1474.965
2019-10-09 13:24:29,17.58,0.08,1474.962
2019-10-09 13:24:30,17.58,0.08,1474.956
2019-10-09 13:24:31,17.58,0.08,1474.946
2019-10-09 13:24:32,17.58,0.08,1474.946
2019-10-09 13:24:33,17.57,0.08,1474.946
2019-10-09 13:24:34,17.57,0.08,1474.942
2019-10-09 13:24:35,17.57,0.08,1474.936
2019-10-09 13:24:36,17.57,0.08,1474.933
2019-10-09 13:24:37,17.57,0.08,1474.933
2019-10-09 13:24:38,17.57,0.08,1474.933
2019-10-09 13:24:39,17.58,0.08,1474.933
2019-10-09 13:24:40,17.58,0.08,1474.936
2019-10-09 13:24:41,17.58,0.08,1474.942
2019-10-09 13:24:42,17.58,0.08,1474.946
2019-10-09 13:24:43,17.58,0.08,1474.946
2019-10-09 13:24:44,17.58,0.08,1474.946
2019-10-09 13:24:45,17.58,0.08,1474.946
2019-10-09 13:24:46,17.58,0.08,1474.946
2019-10-09 13:24:47,17.58,0.08,1474.946
2019-10-09 13:24:48,17.58,0.08,1474.946
2019-10-09 13:24:49,17.57,0.08,1474.942
2019-10-09 13:24:50,17.57,0.08,1474.942
2019-10-09 13:24:51,17.57,0.08,1474.936
2019-10-09 13:24:52,17.57,0.08,1474.933
2019-10-09 13:24:53,17.57,0.08,1474.926
2019-10-09 13:24:54,17.56,0.08,1474.916
2019-10-09 13:24:55,17.56,0.08,1474.906
2019-10-09 13:24:56,17.57,0.08,1474.906
2019-10-09 13:24:57,17.57,0.08,1474.906
2019-10-09 13:24:58,17.57,0.08,1474.906
2019-10-09 13:24:59,17.57,0.08,1474.913
2019-10-09 13:25:00,17.57,0.08,1474.913
2019-10-09 13:25:01,17.57,0.08,1474.913
2019-10-09 13:25:02,17.57,0.08,1474.916
2019-10-09 13:25:03,17.57,0.08,1474.923
2019-10-09 13:25:04,17.57,0.08,1474.923
2019-10-09 13:25:05,17.57,0.08,1474.923
2019-10-09 13:25:06,17.57,0.08,1474.923
2019-10-09 13:25:07,17.57,0.08,1474.923
2019-10-09 13:25:08,17.57,0.08,1474.923
2019-10-09 13:25:09,17.57,0.08,1474.926
2019-10-09 13:25:10,17.57,0.08,1474.926
2019-10-09 13:25:11,17.57,0.08,1474.923
2019-10-09 13:25:12,17.57,0.08,1474.923
2019-10-09 13:25:13,17.57,0.08,1474.923
2019-10-09 13:25:14,17.57,0.08,1474.923
2019-10-09 13:25:15,17.57,0.08,1474.916
2019-10-09 13:25:16,17.57,0.08,1474.916
2019-10-09 13:25:17,17.57,0.08,1474.923
2019-10-09 13:25:18,17.57,0.08,1474.923
2019-10-09 13:25:19,17.57,0.08,1474.926
2019-10-09 13:25:20,17.57,0.08,1474.926
2019-10-09 13:25:21,17.57,0.08,1474.933
2019-10-09 13:25:22,17.57,0.08,1474.933
2019-10-09 13:25:23,17.57,0.08,1474.933
2019-10-09 13:25:24,17.57,0.08,1474.933
2019-10-09 13:25:25,17.57,0.08,1474.926
2019-10-09 13:25:26,17.57,0.08,1474.926
2019-10-09 13:25:27,17.57,0.08,1474.923
2019-10-09 13:25:28,17.57,0.08,1474.923
2019-10-09 13:25:29,17.57,0.08,1474.923
2019-10-09 13:25:30,17.57,0.08,1474.923
2019-10-09 13:25:31,17.57,0.08,1474.926
2019-10-09 13:25:32,17.57,0.08,1474.936
2019-10-09 13:25:33,17.58,0.08,1474.936
2019-10-09 13:25:34,17.58,0.08,1474.936
2019-10-09 13:25:35,17.58,0.08,1474.942
2019-10-09 13:25:36,17.58,0.08,1474.942
2019-10-09 13:25:37,17.58,0.08,1474.942
2019-10-09 13:25:38,17.58,0.08,1474.942
2019-10-09 13:25:39,17.57,0.08,1474.942
2019-10-09 13:25:40,17.58,0.08,1474.942
2019-10-09 13:25:41,17.58,0.08,1474.942
2019-10-09 13:25:42,17.58,0.08,1474.942
2019-10-09 13:25:43,17.58,0.08,1474.942
2019-10-09 13:25:44,17.58,0.08,1474.946
2019-10-09 13:25:45,17.58,0.08,1474.952
2019-10-09 13:25:46,17.58,0.08,1474.956
2019-10-09 13:25:47,17.58,0.08,1474.956
2019-10-09 13:25:48,17.58,0.08,1474.956
2019-10-09 13:25:49,17.58,0.08,1474.956
2019-10-09 13:25:50,17.58,0.08,1474.962
2019-10-09 13:25:51,17.58,0.08,1474.962
2019-10-09 13:25:52,17.58,0.08,1474.962
2019-10-09 13:25:53,17.58,0.08,1474.956
2019-10-09 13:25:54,17.58,0.08,1474.946
2019-10-09 13:25:55,17.58,0.08,1474.946
2019-10-09 13:25:56,17.58,0.08,1474.946
2019-10-09 13:25:57,17.58,0.08,1474.946
2019-10-09 13:25:58,17.58,0.08,1474.946
2019-10-09 13:25:59,17.58,0.08,1474.952
2019-10-09 13:26:00,17.58,0.08,1474.952
2019-10-09 13:26:01,17.58,0.08,1474.952
2019-10-09 13:26:02,17.58,0.08,1474.952
2019-10-09 13:26:03,17.58,0.08,1474.952
2019-10-09 13:26:04,17.58,0.08,1474.952
2019-10-09 13:26:05,17.58,0.08,1474.952
2019-10-09 13:26:06,17.58,0.08,1474.952
2019-10-09 13:26:07,17.58,0.08,1474.956
2019-10-09 13:26:08,17.58,0.08,1474.962
2019-10-09 13:26:09,17.58,0.08,1474.962
2019-10-09 13:26:10,17.58,0.08,1474.962
2019-10-09 13:26:11,17.58,0.08,1474.956
2019-10-09 13:26:12,17.58,0.08,1474.956
2019-10-09 13:26:13,17.58,0.08,1474.952
2019-10-09 13:26:14,17.58,0.08,1474.952
2019-10-09 13:26:15,17.58,0.08,1474.946
2019-10-09 13:26:16,17.58,0.08,1474.946
2019-10-09 13:26:17,17.58,0.08,1474.946
2019-10-09 13:26:18,17.58,0.08,1474.946
2019-10-09 13:26:19,17.58,0.08,1474.946
2019-10-09 13:26:20,17.58,0.08,1474.946
2019-10-09 13:26:21,17.58,0.08,1474.946
2019-10-09 13:26:22,17.58,0.08,1474.952
2019-10-09 13:26:23,17.58,0.08,1474.956
2019-10-09 13:26:24,17.59,0.08,1474.962
2019-10-09 13:26:25,17.59,0.08,1474.965
2019-10-09 13:26:26,17.59,0.08,1474.978
2019-10-09 13:26:27,17.59,0.08,1474.982
2019-10-09 13:26:28,17.59,0.08,1474.988
2019-10-09 13:26:29,17.59,0.08,1474.988
2019-10-09 13:26:30,17.59,0.08,1474.992
2019-10-09 13:26:31,17.59,0.08,1474.992
2019-10-09 13:26:32,17.59,0.08,1474.992
2019-10-09 13:26:33,17.59,0.08,1474.992
2019-10-09 13:26:34,17.59,0.08,1474.992
2019-10-09 13:26:35,17.59,0.08,1474.988
2019-10-09 13:26:36,17.59,0.08,1474.988
2019-10-09 13:26:37,17.59,0.08,1474.988
2019-10-09 13:26:38,17.59,0.08,1474.988
2019-10-09 13:26:39,17.58,0.08,1474.982
2019-10-09 13:26:40,17.58,0.08,1474.972
2019-10-09 13:26:41,17.58,0.08,1474.965
2019-10-09 13:26:42,17.58,0.08,1474.965
2019-10-09 13:26:43,17.58,0.08,1474.965
2019-10-09 13:26:44,17.58,0.08,1474.965
2019-10-09 13:26:45,17.58,0.08,1474.962
2019-10-09 13:26:46,17.58,0.08,1474.962
2019-10-09 13:26:47,17.58,0.08,1474.962
2019-10-09 13:26:48,17.58,0.08,1474.962
2019-10-09 13:26:49,17.58,0.08,1474.962
2019-10-09 13:26:50,17.58,0.08,1474.956
2019-10-09 13:26:51,17.58,0.08,1474.956
2019-10-09 13:26:52,17.58,0.08,1474.956
2019-10-09 13:26:53,17.58,0.08,1474.956
2019-10-09 13:26:54,17.58,0.08,1474.956
2019-10-09 13:26:55,17.59,0.08,1474.962
2019-10-09 13:26:56,17.59,0.08,1474.965
2019-10-09 13:26:57,17.58,0.08,1474.965
2019-10-09 13:26:58,17.58,0.08,1474.965
2019-10-09 13:26:59,17.58,0.08,1474.962
2019-10-09 13:27:00,17.58,0.08,1474.952
2019-10-09 13:27:01,17.57,0.08,1474.946
2019-10-09 13:27:02,17.57,0.08,1474.942
2019-10-09 13:27:03,17.57,0.08,1474.933
2019-10-09 13:27:04,17.57,0.08,1474.926
2019-10-09 13:27:05,17.56,0.08,1474.913
2019-10-09 13:27:06,17.56,0.08,1474.906
2019-10-09 13:27:07,17.57,0.08,1474.906
2019-10-09 13:27:08,17.57,0.08,1474.906
2019-10-09 13:27:09,17.56,0.08,1474.903
2019-10-09 13:27:10,17.56,0.08,1474.903
2019-10-09 13:27:11,17.56,0.08,1474.903
2019-10-09 13:27:12,17.56,0.08,1474.903
2019-10-09 13:27:13,17.56,0.08,1474.897
2019-10-09 13:27:14,17.56,0.08,1474.897
2019-10-09 13:27:15,17.56,0.08,1474.893
2019-10-09 13:27:16,17.56,0.08,1474.893
2019-10-09 13:27:17,17.56,0.08,1474.893
2019-10-09 13:27:18,17.56,0.08,1474.893
2019-10-09 13:27:19,17.57,0.08,1474.893
2019-10-09 13:27:20,17.57,0.08,1474.903
2019-10-09 13:27:21,17.57,0.08,1474.906
2019-10-09 13:27:22,17.57,0.08,1474.913
2019-10-09 13:27:23,17.57,0.08,1474.923
2019-10-09 13:27:24,17.57,0.08,1474.923
2019-10-09 13:27:25,17.57,0.08,1474.926
2019-10-09 13:27:26,17.58,0.08,1474.933
2019-10-09 13:27:27,17.58,0.08,1474.933
2019-10-09 13:27:28,17.57,0.08,1474.936
2019-10-09 13:27:29,17.57,0.08,1474.936
2019-10-09 13:27:30,17.57,0.08,1474.936
2019-10-09 13:27:31,17.57,0.08,1474.933
2019-10-09 13:27:32,17.57,0.08,1474.933
2019-10-09 13:27:33,17.58,0.08,1474.933
2019-10-09 13:27:34,17.58,0.08,1474.933
2019-10-09 13:27:35,17.58,0.08,1474.942
2019-10-09 13:27:36,17.58,0.08,1474.942
2019-10-09 13:27:37,17.58,0.08,1474.946
2019-10-09 13:27:38,17.58,0.08,1474.946
2019-10-09 13:27:39,17.58,0.08,1474.946
2019-10-09 13:27:40,17.58,0.08,1474.952
2019-10-09 13:27:41,17.58,0.08,1474.952
2019-10-09 13:27:42,17.58,0.08,1474.952
2019-10-09 13:27:43,17.58,0.08,1474.956
2019-10-09 13:27:44,17.58,0.08,1474.956
2019-10-09 13:27:45,17.58,0.08,1474.956
2019-10-09 13:27:46,17.58,0.08,1474.956
2019-10-09 13:27:47,17.58,0.08,1474.946
2019-10-09 13:27:48,17.57,0.08,1474.942
2019-10-09 13:27:49,17.58,0.08,1474.942
2019-10-09 13:27:50,17.58,0.08,1474.942
2019-10-09 13:27:51,17.58,0.08,1474.942
2019-10-09 13:27:52,17.58,0.08,1474.942
2019-10-09 13:27:53,17.58,0.08,1474.942
2019-10-09 13:27:54,17.58,0.08,1474.952
2019-10-09 13:27:55,17.59,0.08,1474.956
2019-10-09 13:27:56,17.59,0.08,1474.965
2019-10-09 13:27:57,17.59,0.08,1474.978
2019-10-09 13:27:58,17.59,0.08,1474.982
2019-10-09 13:27:59,17.60,0.08,1474.992
2019-10-09 13:28:00,17.60,0.08,1474.998
2019-10-09 13:28:01,17.60,0.08,1475.008
2019-10-09 13:28:02,17.60,0.08,1475.011
2019-10-09 13:28:03,17.60,0.08,1475.011
2019-10-09 13:28:04,17.59,0.08,1475.011
2019-10-09 13:28:05,17.59,0.08,1475.008
2019-10-09 13:28:06,17.60,0.08,1475.008
2019-10-09 13:28:07,17.60,0.08,1475.008
2019-10-09 13:28:08,17.60,0.08,1475.008
2019-10-09 13:28:09,17.60,0.08,1475.011
2019-10-09 13:28:10,17.60,0.08,1475.018
2019-10-09 13:28:11,17.60,0.08,1475.018
2019-10-09 13:28:12,17.60,0.08,1475.021
2019-10-09 13:28:13,17.60,0.08,1475.021
2019-10-09 13:28:14,17.60,0.08,1475.021
2019-10-09 13:28:15,17.59,0.08,1475.021
2019-10-09 13:28:16,17.59,0.08,1475.008
2019-10-09 13:28:17,17.59,0.08,1475.001
2019-10-09 13:28:18,17.59,0.08,1475.001
2019-10-09 13:28:19,17.59,0.08,1474.998
2019-10-09 13:28:20,17.59,0.08,1474.988
2019-10-09 13:28:21,17.59,0.08,1474.988
2019-10-09 13:28:22,17.59,0.08,1474.988
2019-10-09 13:28:23,17.59,0.08,1474.988
2019-10-09 13:28:24,17.59,0.08,1474.988
2019-10-09 13:28:25,17.59,0.08,1474.988
2019-10-09 13:28:26,17.59,0.08,1474.988
2019-10-09 13:28:27,17.59,0.08,1474.988
2019-10-09 13:28:28,17.59,0.08,1474.982
2019-10-09 13:28:29,17.58,0.08,1474.978
2019-10-09 13:28:30,17.59,0.08,1474.972
2019-10-09 13:28:31,17.59,0.08,1474.972
2019-10-09 13:28:32,17.59,0.08,1474.972
2019-10-09 13:28:33,17.58,0.08,1474.972
2019-10-09 13:28:34,17.58,0.08,1474.972
2019-10-09 13:28:35,17.58,0.08,1474.965
2019-10-09 13:28:36,17.59,0.08,1474.965
2019-10-09 13:28:37,17.59,0.08,1474.965
2019-10-09 13:28:38,17.59,0.08,1474.972
2019-10-09 13:28:39,17.59,0.08,1474.982
2019-10-09 13:28:40,17.59,0.08,1474.982
2019-10-09 13:28:41,17.59,0.08,1474.988
2019-10-09 13:28:42,17.59,0.08,1474.988
2019-10-09 13:28:43,17.59,0.08,1474.988
2019-10-09 13:28:44,17.59,0.08,1474.988
2019-10-09 13:28:45,17.59,0.08,1474.988
2019-10-09 13:28:46,17.59,0.08,1474.992
2019-10-09 13:28:47,17.59,0.08,1474.998
2019-10-09 13:28:48,17.59,0.08,1474.998
2019-10-09 13:28:49,17.59,0.08,1474.998
2019-10-09 13:28:50,17.59,0.08,1474.998
2019-10-09 13:28:51,17.59,0.08,1474.998
2019-10-09 13:28:52,17.59,0.08,1474.998
2019-10-09 13:28:53,17.59,0.08,1474.998
2019-10-09 13:28:54,17.59,0.08,1474.992
2019-10-09 13:28:55,17.59,0.08,1474.988
2019-10-09 13:28:56,17.59,0.08,1474.988
2019-10-09 13:28:57,17.59,0.08,1474.988
2019-10-09 13:28:58,17.59,0.08,1474.992
2019-10-09 13:28:59,17.59,0.08,1474.992
2019-10-09 13:29:00,17.59,0.08,1474.992
2019-10-09 13:29:01,17.59,0.08,1474.992
2019-10-09 13:29:02,17.59,0.08,1474.992
2019-10-09 13:29:03,17.59,0.08,1474.998
2019-10-09 13:29:04,17.59,0.08,1474.998
2019-10-09 13:29:05,17.59,0.08,1474.998
2019-10-09 13:29:06,17.59,0.08,1474.998
2019-10-09 13:29:07,17.59,0.08,1474.998
2019-10-09 13:29:08,17.59,0.08,1474.998
2019-10-09 13:29:09,17.59,0.08,1474.998
2019-10-09 13:29:10,17.59,0.08,1475.001
