datetime, temperature [°], salinity [psu], sound speed velocity [m/s]
2019-10-09 14:04:06,17.51,0.08,1474.733
2019-10-09 14:04:07,17.52,0.08,1474.733
2019-10-09 14:04:08,17.52,0.08,1474.736
2019-10-09 14:04:09,17.51,0.08,1474.736
2019-10-09 14:04:10,17.51,0.08,1474.736
2019-10-09 14:04:11,17.52,0.08,1474.742
2019-10-09 14:04:12,17.52,0.08,1474.742
2019-10-09 14:04:13,17.51,0.08,1474.736
2019-10-09 14:04:14,17.51,0.08,1474.736
2019-10-09 14:04:15,17.51,0.08,1474.736
2019-10-09 14:04:16,17.51,0.08,1474.733
2019-10-09 14:04:17,17.50,0.08,1474.723
2019-10-09 14:04:18,17.50,0.08,1474.716
2019-10-09 14:04:19,17.50,0.08,1474.706
2019-10-09 14:04:20,17.50,0.08,1474.697
2019-10-09 14:04:21,17.50,0.08,1474.677
2019-10-09 14:04:22,17.50,0.08,1474.677
2019-10-09 14:04:23,17.50,0.08,1474.677
2019-10-09 14:04:24,17.50,0.08,1474.677
2019-10-09 14:04:25,17.50,0.08,1474.677
2019-10-09 14:04:26,17.50,0.08,1474.683
2019-10-09 14:04:27,17.50,0.08,1474.683
2019-10-09 14:04:28,17.50,0.08,1474.687
2019-10-09 14:04:29,17.50,0.08,1474.687
2019-10-09 14:04:30,17.50,0.08,1474.693
2019-10-09 14:04:31,17.50,0.08,1474.693
2019-10-09 14:04:32,17.50,0.08,1474.693
2019-10-09 14:04:33,17.50,0.08,1474.693
2019-10-09 14:04:34,17.50,0.08,1474.693
2019-10-09 14:04:35,17.50,0.08,1474.687
2019-10-09 14:04:36,17.50,0.08,1474.687
2019-10-09 14:04:37,17.50,0.08,1474.683
2019-10-09 14:04:38,17.50,0.08,1474.683
2019-10-09 14:04:39,17.50,0.08,1474.683
2019-10-09 14:04:40,17.50,0.08,1474.687
2019-10-09 14:04:41,17.50,0.08,1474.687
2019-10-09 14:04:42,17.50,0.08,1474.687
2019-10-09 14:04:43,17.50,0.08,1474.687
2019-10-09 14:04:44,17.50,0.08,1474.687
2019-10-09 14:04:45,17.50,0.08,1474.687
2019-10-09 14:04:46,17.50,0.08,1474.687
2019-10-09 14:04:47,17.50,0.08,1474.687
2019-10-09 14:04:48,17.50,0.08,1474.693
2019-10-09 14:04:49,17.50,0.08,1474.693
2019-10-09 14:04:50,17.50,0.08,1474.693
2019-10-09 14:04:51,17.50,0.08,1474.703
2019-10-09 14:04:52,17.50,0.08,1474.703
2019-10-09 14:04:53,17.51,0.08,1474.703
2019-10-09 14:04:54,17.51,0.08,1474.706
2019-10-09 14:04:55,17.51,0.08,1474.713
2019-10-09 14:04:56,17.51,0.08,1474.713
2019-10-09 14:04:57,17.51,0.08,1474.713
2019-10-09 14:04:58,17.50,0.08,1474.713
2019-10-09 14:04:59,17.50,0.08,1474.713
2019-10-09 14:05:00,17.50,0.08,1474.706
2019-10-09 14:05:01,17.50,0.08,1474.703
2019-10-09 14:05:02,17.50,0.08,1474.703
2019-10-09 14:05:03,17.50,0.08,1474.697
2019-10-09 14:05:04,17.50,0.08,1474.697
2019-10-09 14:05:05,17.50,0.08,1474.697
2019-10-09 14:05:06,17.50,0.08,1474.693
2019-10-09 14:05:07,17.50,0.08,1474.693
2019-10-09 14:05:08,17.50,0.08,1474.693
2019-10-09 14:05:09,17.50,0.08,1474.697
2019-10-09 14:05:10,17.50,0.08,1474.697
2019-10-09 14:05:11,17.51,0.08,1474.697
2019-10-09 14:05:12,17.51,0.08,1474.703
2019-10-09 14:05:13,17.51,0.08,1474.713
2019-10-09 14:05:14,17.50,0.08,1474.713
2019-10-09 14:05:15,17.50,0.08,1474.713
2019-10-09 14:05:16,17.50,0.08,1474.706
2019-10-09 14:05:17,17.50,0.08,1474.697
2019-10-09 14:05:18,17.50,0.08,1474.693
2019-10-09 14:05:19,17.50,0.08,1474.693
2019-10-09 14:05:20,17.50,0.08,1474.693
2019-10-09 14:05:21,17.50,0.08,1474.693
2019-10-09 14:05:22,17.50,0.08,1474.693
2019-10-09 14:05:23,17.50,0.08,1474.693
2019-10-09 14:05:24,17.50,0.08,1474.687
2019-10-09 14:05:25,17.50,0.08,1474.687
2019-10-09 14:05:26,17.50,0.08,1474.687
2019-10-09 14:05:27,17.50,0.08,1474.697
2019-10-09 14:05:28,17.50,0.08,1474.703
2019-10-09 14:05:29,17.50,0.08,1474.703
2019-10-09 14:05:30,17.51,0.08,1474.706
2019-10-09 14:05:31,17.51,0.08,1474.706
2019-10-09 14:05:32,17.51,0.08,1474.713
2019-10-09 14:05:33,17.51,0.08,1474.713
2019-10-09 14:05:34,17.51,0.08,1474.713
2019-10-09 14:05:35,17.51,0.08,1474.723
2019-10-09 14:05:36,17.51,0.08,1474.723
2019-10-09 14:05:37,17.51,0.08,1474.726
2019-10-09 14:05:38,17.51,0.08,1474.733
2019-10-09 14:05:39,17.51,0.08,1474.733
2019-10-09 14:05:40,17.51,0.08,1474.733
2019-10-09 14:05:41,17.51,0.08,1474.726
2019-10-09 14:05:42,17.51,0.08,1474.726
2019-10-09 14:05:43,17.51,0.08,1474.723
2019-10-09 14:05:44,17.51,0.08,1474.723
2019-10-09 14:05:45,17.50,0.08,1474.716
2019-10-09 14:05:46,17.50,0.08,1474.713
2019-10-09 14:05:47,17.50,0.08,1474.706
2019-10-09 14:05:48,17.50,0.08,1474.706
2019-10-09 14:05:49,17.50,0.08,1474.703
2019-10-09 14:05:50,17.50,0.08,1474.703
2019-10-09 14:05:51,17.50,0.08,1474.703
2019-10-09 14:05:52,17.51,0.08,1474.706
2019-10-09 14:05:53,17.51,0.08,1474.706
2019-10-09 14:05:54,17.51,0.08,1474.713
2019-10-09 14:05:55,17.51,0.08,1474.716
2019-10-09 14:05:56,17.51,0.08,1474.716
2019-10-09 14:05:57,17.51,0.08,1474.716
2019-10-09 14:05:58,17.51,0.08,1474.723
2019-10-09 14:05:59,17.51,0.08,1474.723
2019-10-09 14:06:00,17.51,0.08,1474.723
2019-10-09 14:06:01,17.51,0.08,1474.726
2019-10-09 14:06:02,17.52,0.08,1474.736
2019-10-09 14:06:03,17.52,0.08,1474.736
2019-10-09 14:06:04,17.52,0.08,1474.742
2019-10-09 14:06:05,17.52,0.08,1474.742
2019-10-09 14:06:06,17.52,0.08,1474.752
2019-10-09 14:06:07,17.52,0.08,1474.752
2019-10-09 14:06:08,17.52,0.08,1474.752
2019-10-09 14:06:09,17.52,0.08,1474.752
2019-10-09 14:06:10,17.52,0.08,1474.752
2019-10-09 14:06:11,17.52,0.08,1474.752
2019-10-09 14:06:12,17.52,0.08,1474.752
2019-10-09 14:06:13,17.51,0.08,1474.752
2019-10-09 14:06:14,17.51,0.08,1474.742
2019-10-09 14:06:15,17.51,0.08,1474.736
2019-10-09 14:06:16,17.51,0.08,1474.736
2019-10-09 14:06:17,17.52,0.08,1474.736
2019-10-09 14:06:18,17.52,0.08,1474.736
2019-10-09 14:06:19,17.52,0.08,1474.742
2019-10-09 14:06:20,17.52,0.08,1474.742
2019-10-09 14:06:21,17.52,0.08,1474.749
2019-10-09 14:06:22,17.52,0.08,1474.749
2019-10-09 14:06:23,17.52,0.08,1474.752
2019-10-09 14:06:24,17.52,0.08,1474.752
2019-10-09 14:06:25,17.52,0.08,1474.759
2019-10-09 14:06:26,17.52,0.08,1474.759
2019-10-09 14:06:27,17.52,0.08,1474.752
2019-10-09 14:06:28,17.52,0.08,1474.752
2019-10-09 14:06:29,17.52,0.08,1474.752
2019-10-09 14:06:30,17.51,0.08,1474.749
2019-10-09 14:06:31,17.51,0.08,1474.742
2019-10-09 14:06:32,17.51,0.08,1474.733
2019-10-09 14:06:33,17.51,0.08,1474.733
2019-10-09 14:06:34,17.52,0.08,1474.733
2019-10-09 14:06:35,17.51,0.08,1474.736
2019-10-09 14:06:36,17.52,0.08,1474.736
2019-10-09 14:06:37,17.52,0.08,1474.742
2019-10-09 14:06:38,17.52,0.08,1474.742
2019-10-09 14:06:39,17.51,0.08,1474.742
2019-10-09 14:06:40,17.51,0.08,1474.742
2019-10-09 14:06:41,17.51,0.08,1474.736
2019-10-09 14:06:42,17.51,0.08,1474.733
2019-10-09 14:06:43,17.51,0.08,1474.723
2019-10-09 14:06:44,17.51,0.08,1474.723
2019-10-09 14:06:45,17.51,0.08,1474.723
2019-10-09 14:06:46,17.51,0.08,1474.716
2019-10-09 14:06:47,17.50,0.08,1474.716
2019-10-09 14:06:48,17.50,0.08,1474.713
2019-10-09 14:06:49,17.50,0.08,1474.706
2019-10-09 14:06:50,17.50,0.08,1474.703
2019-10-09 14:06:51,17.50,0.08,1474.697
2019-10-09 14:06:52,17.50,0.08,1474.697
2019-10-09 14:06:53,17.50,0.08,1474.703
2019-10-09 14:06:54,17.50,0.08,1474.703
2019-10-09 14:06:55,17.50,0.08,1474.703
2019-10-09 14:06:56,17.50,0.08,1474.703
2019-10-09 14:06:57,17.50,0.08,1474.706
2019-10-09 14:06:58,17.51,0.08,1474.706
2019-10-09 14:06:59,17.51,0.08,1474.706
2019-10-09 14:07:00,17.51,0.08,1474.713
2019-10-09 14:07:01,17.51,0.08,1474.716
2019-10-09 14:07:02,17.51,0.08,1474.723
2019-10-09 14:07:03,17.51,0.08,1474.726
2019-10-09 14:07:04,17.51,0.08,1474.726
2019-10-09 14:07:05,17.51,0.08,1474.726
2019-10-09 14:07:06,17.51,0.08,1474.733
2019-10-09 14:07:07,17.51,0.08,1474.733
2019-10-09 14:07:08,17.51,0.08,1474.736
2019-10-09 14:07:09,17.52,0.08,1474.736
2019-10-09 14:07:10,17.52,0.08,1474.736
2019-10-09 14:07:11,17.52,0.08,1474.742
2019-10-09 14:07:12,17.52,0.08,1474.749
2019-10-09 14:07:13,17.52,0.08,1474.749
2019-10-09 14:07:14,17.52,0.08,1474.752
2019-10-09 14:07:15,17.52,0.08,1474.752
2019-10-09 14:07:16,17.52,0.08,1474.752
2019-10-09 14:07:17,17.51,0.08,1474.752
2019-10-09 14:07:18,17.51,0.08,1474.749
2019-10-09 14:07:19,17.51,0.08,1474.736
2019-10-09 14:07:20,17.51,0.08,1474.733
2019-10-09 14:07:21,17.51,0.08,1474.726
2019-10-09 14:07:22,17.51,0.08,1474.726
2019-10-09 14:07:23,17.51,0.08,1474.726
2019-10-09 14:07:24,17.51,0.08,1474.726
2019-10-09 14:07:25,17.51,0.08,1474.726
2019-10-09 14:07:26,17.51,0.08,1474.726
2019-10-09 14:07:27,17.51,0.08,1474.733
2019-10-09 14:07:28,17.52,0.08,1474.733
2019-10-09 14:07:29,17.52,0.08,1474.736
2019-10-09 14:07:30,17.52,0.08,1474.742
2019-10-09 14:07:31,17.52,0.08,1474.749
2019-10-09 14:07:32,17.52,0.08,1474.749
2019-10-09 14:07:33,17.52,0.08,1474.749
2019-10-09 14:07:34,17.52,0.08,1474.749
2019-10-09 14:07:35,17.51,0.08,1474.742
2019-10-09 14:07:36,17.51,0.08,1474.742
2019-10-09 14:07:37,17.51,0.08,1474.733
2019-10-09 14:07:38,17.51,0.08,1474.733
2019-10-09 14:07:39,17.52,0.08,1474.733
2019-10-09 14:07:40,17.52,0.08,1474.736
2019-10-09 14:07:41,17.52,0.08,1474.742
2019-10-09 14:07:42,17.51,0.08,1474.742
2019-10-09 14:07:43,17.51,0.08,1474.742
2019-10-09 14:07:44,17.51,0.08,1474.736
2019-10-09 14:07:45,17.51,0.08,1474.736
2019-10-09 14:07:46,17.51,0.08,1474.733
2019-10-09 14:07:47,17.51,0.08,1474.733
2019-10-09 14:07:48,17.50,0.08,1474.726
2019-10-09 14:07:49,17.50,0.08,1474.716
2019-10-09 14:07:50,17.50,0.08,1474.697
2019-10-09 14:07:51,17.49,0.08,1474.683
2019-10-09 14:07:52,17.49,0.08,1474.675
2019-10-09 14:07:53,17.49,0.08,1474.666
2019-10-09 14:07:54,17.49,0.08,1474.666
2019-10-09 14:07:55,17.49,0.08,1474.664
2019-10-09 14:07:56,17.49,0.08,1474.664
2019-10-09 14:07:57,17.49,0.08,1474.657
2019-10-09 14:07:58,17.48,0.08,1474.657
2019-10-09 14:07:59,17.48,0.08,1474.647
2019-10-09 14:08:00,17.48,0.08,1474.644
2019-10-09 14:08:01,17.48,0.08,1474.643
2019-10-09 14:08:02,17.48,0.08,1474.637
2019-10-09 14:08:03,17.48,0.08,1474.634
2019-10-09 14:08:04,17.48,0.08,1474.634
2019-10-09 14:08:05,17.48,0.08,1474.628
2019-10-09 14:08:06,17.48,0.08,1474.628
2019-10-09 14:08:07,17.47,0.08,1474.628
2019-10-09 14:08:08,17.47,0.08,1474.618
2019-10-09 14:08:09,17.47,0.08,1474.601
2019-10-09 14:08:10,17.47,0.08,1474.598
2019-10-09 14:08:11,17.46,0.08,1474.588
2019-10-09 14:08:12,17.46,0.08,1474.582
2019-10-09 14:08:13,17.46,0.08,1474.578
2019-10-09 14:08:14,17.45,0.08,1474.557
2019-10-09 14:08:15,17.45,0.08,1474.547
2019-10-09 14:08:16,17.45,0.08,1474.541
2019-10-09 14:08:17,17.45,0.08,1474.531
2019-10-09 14:08:18,17.44,0.08,1474.521
2019-10-09 14:08:19,17.43,0.08,1474.511
2019-10-09 14:08:20,17.43,0.08,1474.495
2019-10-09 14:08:21,17.43,0.08,1474.472
2019-10-09 14:08:22,17.43,0.08,1474.465
2019-10-09 14:08:23,17.43,0.08,1474.467
2019-10-09 14:08:24,17.44,0.08,1474.467
2019-10-09 14:08:25,17.44,0.08,1474.473
2019-10-09 14:08:26,17.44,0.08,1474.486
2019-10-09 14:08:27,17.44,0.08,1474.496
2019-10-09 14:08:28,17.45,0.08,1474.506
2019-10-09 14:08:29,17.45,0.08,1474.506
2019-10-09 14:08:30,17.45,0.08,1474.513
2019-10-09 14:08:31,17.45,0.08,1474.518
2019-10-09 14:08:32,17.45,0.08,1474.519
2019-10-09 14:08:33,17.45,0.08,1474.518
2019-10-09 14:08:34,17.45,0.08,1474.518
2019-10-09 14:08:35,17.45,0.08,1474.518
2019-10-09 14:08:36,17.45,0.08,1474.519
2019-10-09 14:08:37,17.45,0.08,1474.518
2019-10-09 14:08:38,17.45,0.08,1474.529
2019-10-09 14:08:39,17.45,0.08,1474.532
2019-10-09 14:08:40,17.46,0.08,1474.542
2019-10-09 14:08:41,17.45,0.08,1474.542
2019-10-09 14:08:42,17.45,0.08,1474.542
2019-10-09 14:08:43,17.45,0.08,1474.542
2019-10-09 14:08:44,17.45,0.08,1474.542
2019-10-09 14:08:45,17.46,0.08,1474.542
2019-10-09 14:08:46,17.46,0.08,1474.542
2019-10-09 14:08:47,17.46,0.08,1474.549
2019-10-09 14:08:48,17.46,0.08,1474.549
2019-10-09 14:08:49,17.46,0.08,1474.549
2019-10-09 14:08:50,17.46,0.08,1474.552
2019-10-09 14:08:51,17.46,0.08,1474.559
2019-10-09 14:08:52,17.46,0.08,1474.560
2019-10-09 14:08:53,17.46,0.08,1474.560
2019-10-09 14:08:54,17.45,0.08,1474.557
2019-10-09 14:08:55,17.45,0.08,1474.551
2019-10-09 14:08:56,17.46,0.08,1474.547
2019-10-09 14:08:57,17.46,0.08,1474.547
2019-10-09 14:08:58,17.46,0.08,1474.547
2019-10-09 14:08:59,17.46,0.08,1474.552
2019-10-09 14:09:00,17.46,0.08,1474.559
2019-10-09 14:09:01,17.46,0.08,1474.559
2019-10-09 14:09:02,17.46,0.08,1474.562
2019-10-09 14:09:03,17.46,0.08,1474.562
2019-10-09 14:09:04,17.46,0.08,1474.562
2019-10-09 14:09:05,17.46,0.08,1474.568
2019-10-09 14:09:06,17.46,0.08,1474.568
2019-10-09 14:09:07,17.46,0.08,1474.568
2019-10-09 14:09:08,17.46,0.08,1474.572
2019-10-09 14:09:09,17.46,0.08,1474.572
2019-10-09 14:09:10,17.47,0.08,1474.570
2019-10-09 14:09:11,17.46,0.08,1474.577
2019-10-09 14:09:12,17.46,0.08,1474.577
2019-10-09 14:09:13,17.46,0.08,1474.577
2019-10-09 14:09:14,17.46,0.08,1474.570
2019-10-09 14:09:15,17.46,0.08,1474.570
2019-10-09 14:09:16,17.46,0.08,1474.567
2019-10-09 14:09:17,17.46,0.08,1474.567
2019-10-09 14:09:18,17.46,0.08,1474.567
2019-10-09 14:09:19,17.46,0.08,1474.568
2019-10-09 14:09:20,17.46,0.08,1474.568
2019-10-09 14:09:21,17.46,0.08,1474.568
2019-10-09 14:09:22,17.46,0.08,1474.572
2019-10-09 14:09:23,17.47,0.08,1474.572
2019-10-09 14:09:24,17.46,0.08,1474.578
2019-10-09 14:09:25,17.46,0.08,1474.578
2019-10-09 14:09:26,17.46,0.08,1474.572
2019-10-09 14:09:27,17.46,0.08,1474.568
2019-10-09 14:09:28,17.46,0.08,1474.562
2019-10-09 14:09:29,17.46,0.08,1474.562
2019-10-09 14:09:30,17.47,0.08,1474.562
2019-10-09 14:09:31,17.47,0.08,1474.572
2019-10-09 14:09:32,17.48,0.08,1474.591
2019-10-09 14:09:33,17.48,0.08,1474.598
2019-10-09 14:09:34,17.48,0.08,1474.611
2019-10-09 14:09:35,17.48,0.08,1474.628
2019-10-09 14:09:36,17.49,0.08,1474.634
2019-10-09 14:09:37,17.49,0.08,1474.637
2019-10-09 14:09:38,17.49,0.08,1474.647
2019-10-09 14:09:39,17.48,0.08,1474.647
2019-10-09 14:09:40,17.48,0.08,1474.647
2019-10-09 14:09:41,17.48,0.08,1474.637
2019-10-09 14:09:42,17.48,0.08,1474.637
2019-10-09 14:09:43,17.48,0.08,1474.637
2019-10-09 14:09:44,17.48,0.08,1474.637
2019-10-09 14:09:45,17.48,0.08,1474.637
2019-10-09 14:09:46,17.48,0.08,1474.634
2019-10-09 14:09:47,17.48,0.08,1474.637
2019-10-09 14:09:48,17.48,0.08,1474.634
2019-10-09 14:09:49,17.48,0.08,1474.634
2019-10-09 14:09:50,17.48,0.08,1474.634
2019-10-09 14:09:51,17.48,0.08,1474.634
2019-10-09 14:09:52,17.48,0.08,1474.634
2019-10-09 14:09:53,17.48,0.08,1474.637
2019-10-09 14:09:54,17.49,0.08,1474.637
2019-10-09 14:09:55,17.49,0.08,1474.644
2019-10-09 14:09:56,17.49,0.08,1474.657
2019-10-09 14:09:57,17.50,0.08,1474.667
2019-10-09 14:09:58,17.50,0.08,1474.674
2019-10-09 14:09:59,17.50,0.08,1474.677
2019-10-09 14:10:00,17.50,0.08,1474.677
2019-10-09 14:10:01,17.49,0.08,1474.677
2019-10-09 14:10:02,17.49,0.08,1474.677
2019-10-09 14:10:03,17.49,0.08,1474.674
2019-10-09 14:10:04,17.48,0.08,1474.667
2019-10-09 14:10:05,17.48,0.08,1474.657
2019-10-09 14:10:06,17.48,0.08,1474.644
2019-10-09 14:10:07,17.48,0.08,1474.628
2019-10-09 14:10:08,17.47,0.08,1474.618
2019-10-09 14:10:09,17.47,0.08,1474.611
2019-10-09 14:10:10,17.47,0.08,1474.608
2019-10-09 14:10:11,17.47,0.08,1474.598
2019-10-09 14:10:12,17.46,0.08,1474.591
2019-10-09 14:10:13,17.46,0.08,1474.582
2019-10-09 14:10:14,17.46,0.08,1474.572
2019-10-09 14:10:15,17.46,0.08,1474.568
2019-10-09 14:10:16,17.45,0.08,1474.559
2019-10-09 14:10:17,17.45,0.08,1474.552
2019-10-09 14:10:18,17.45,0.08,1474.542
2019-10-09 14:10:19,17.45,0.08,1474.539
2019-10-09 14:10:20,17.45,0.08,1474.539
2019-10-09 14:10:21,17.45,0.08,1474.532
2019-10-09 14:10:22,17.44,0.08,1474.528
2019-10-09 14:10:23,17.44,0.08,1474.522
2019-10-09 14:10:24,17.44,0.08,1474.506
2019-10-09 14:10:25,17.43,0.08,1474.486
2019-10-09 14:10:26,17.43,0.08,1474.483
2019-10-09 14:10:27,17.43,0.08,1474.473
2019-10-09 14:10:28,17.43,0.08,1474.463
2019-10-09 14:10:29,17.43,0.08,1474.457
2019-10-09 14:10:30,17.43,0.08,1474.453
2019-10-09 14:10:31,17.42,0.08,1474.452
2019-10-09 14:10:32,17.43,0.08,1474.452
2019-10-09 14:10:33,17.43,0.08,1474.452
2019-10-09 14:10:34,17.43,0.08,1474.453
2019-10-09 14:10:35,17.43,0.08,1474.453
2019-10-09 14:10:36,17.43,0.08,1474.457
2019-10-09 14:10:37,17.43,0.08,1474.463
2019-10-09 14:10:38,17.43,0.08,1474.463
2019-10-09 14:10:39,17.43,0.08,1474.463
2019-10-09 14:10:40,17.43,0.08,1474.467
2019-10-09 14:10:41,17.44,0.08,1474.467
2019-10-09 14:10:42,17.44,0.08,1474.473
