datetime, temperature [°], salinity [psu], sound speed velocity [m/s]
2019-10-08 08:04:58,17.80,0.00,1475.578
2019-10-08 08:04:59,17.81,0.00,1475.581
2019-10-08 08:05:00,17.81,0.00,1475.585
2019-10-08 08:05:01,17.81,0.00,1475.585
2019-10-08 08:05:02,17.81,0.00,1475.585
2019-10-08 08:05:03,17.81,0.00,1475.588
2019-10-08 08:05:04,17.82,0.00,1475.598
2019-10-08 08:05:05,17.82,0.00,1475.604
2019-10-08 08:05:06,17.82,0.00,1475.614
2019-10-08 08:05:07,17.82,0.00,1475.617
2019-10-08 08:05:08,17.82,0.00,1475.624
2019-10-08 08:05:09,17.83,0.00,1475.634
2019-10-08 08:05:10,17.83,0.00,1475.643
2019-10-08 08:05:11,17.83,0.00,1475.650
2019-10-08 08:05:12,17.83,0.00,1475.660
2019-10-08 08:05:13,17.84,0.00,1475.663
2019-10-08 08:05:14,17.84,0.00,1475.673
2019-10-08 08:05:15,17.84,0.00,1475.679
2019-10-08 08:05:16,17.84,0.00,1475.689
2019-10-08 08:05:17,17.85,0.00,1475.699
2019-10-08 08:05:18,17.85,0.00,1475.702
2019-10-08 08:05:19,17.85,0.00,1475.718
2019-10-08 08:05:20,17.85,0.00,1475.721
2019-10-08 08:05:21,17.85,0.00,1475.728
2019-10-08 08:05:22,17.86,0.00,1475.731
2019-10-08 08:05:23,17.86,0.00,1475.741
2019-10-08 08:05:24,17.86,0.00,1475.747
2019-10-08 08:05:25,17.86,0.00,1475.757
2019-10-08 08:05:26,17.86,0.00,1475.764
2019-10-08 08:05:27,17.86,0.00,1475.767
2019-10-08 08:05:28,17.87,0.00,1475.773
2019-10-08 08:05:29,17.87,0.00,1475.777
2019-10-08 08:05:30,17.87,0.00,1475.783
2019-10-08 08:05:31,17.87,0.00,1475.786
2019-10-08 08:05:32,17.87,0.00,1475.786
2019-10-08 08:05:33,17.87,0.00,1475.786
2019-10-08 08:05:34,17.87,0.00,1475.793
2019-10-08 08:05:35,17.87,0.00,1475.796
2019-10-08 08:05:36,17.88,0.00,1475.796
2019-10-08 08:05:37,17.88,0.00,1475.806
2019-10-08 08:05:38,17.88,0.00,1475.812
2019-10-08 08:05:39,17.88,0.00,1475.812
2019-10-08 08:05:40,17.88,0.00,1475.816
2019-10-08 08:05:41,17.88,0.00,1475.822
2019-10-08 08:05:42,17.88,0.00,1475.825
2019-10-08 08:05:43,17.88,0.00,1475.825
2019-10-08 08:05:44,17.89,0.00,1475.835
2019-10-08 08:05:45,17.89,0.00,1475.835
2019-10-08 08:05:46,17.89,0.00,1475.842
2019-10-08 08:05:47,17.89,0.00,1475.842
2019-10-08 08:05:48,17.89,0.00,1475.842
2019-10-08 08:05:49,17.89,0.00,1475.845
2019-10-08 08:05:50,17.89,0.00,1475.845
2019-10-08 08:05:51,17.89,0.00,1475.845
2019-10-08 08:05:52,17.89,0.00,1475.851
2019-10-08 08:05:53,17.89,0.00,1475.851
2019-10-08 08:05:54,17.89,0.00,1475.858
2019-10-08 08:05:55,17.89,0.00,1475.858
2019-10-08 08:05:56,17.89,0.00,1475.858
2019-10-08 08:05:57,17.89,0.00,1475.858
